sub_centres_per_100k,phcs_per_100k,chcs_per_100k,sub_divisional_hospital_per_100k,district_hospital_per_100k,population
-0.10760186066618259,0.03191664433904251,-0.04250711596768848,0.008664056372329318,-0.06329767651685726,-0.06969432349260415
-0.020451853743232978,-0.0335390464411029,0.039440597022785996,0.007585123370139388,0.08930018582667044,-0.04877248937117071
-0.10416809477491124,0.014697066877081093,-0.05500395488947337,0.010336462878663572,-0.045058086188504015,-0.0699466857078324
0.20418678140501922,0.052189137657353085,0.06694937098041785,0.018053696000518694,0.1531839656432277,0.190052035580564
-0.08990821004626391,-0.011788470564094069,-0.03956930750658985,0.0033725192678412215,-0.048112215149579696,-0.06514690406558632
-0.12119642533503429,-0.06327921863724778,-0.052508026510351385,0.00460090876011613,0.051797313618062335,-0.06777772122045246
-0.07894046840471161,-0.04856755262573155,-0.03352509595806846,0.004769262732555311,-0.054159372098493856,-0.05643809390347287
-0.14584236119599853,-0.07665175117263143,-0.01358544296709742,0.007078499667317026,0.05440141815148201,-0.07368275885752514
-0.13886836713665937,0.030629814939098082,-0.054274113826796096,0.004212618315879262,0.07994167060166625,-0.04682585017330891
0.1250724450840169,0.0851649921499017,0.057097918263282206,0.03318915814569392,0.15384432910757267,0.0874055184444131
0.08221542752608844,0.04917054674203465,0.05858719326335969,0.022792037341955524,-0.11507666224902545,-0.09805865078488836
-0.04131064809796562,0.06976374410637508,0.050484931177835875,0.016923109878670062,0.1155208408143277,-0.09967545994774984
0.12248498851470649,0.06172134721803144,-0.02902324022806958,0.01605836362927335,0.13927426665716341,-0.10505574399107086
0.2069830423296041,0.060135903236155745,0.05205257454086663,0.02516338018066249,0.15815732553752332,0.19442938165134754
0.17891384562041465,0.019440631703320166,0.03393401497224978,0.03491770076245362,0.12096496274364762,0.2259009288027412
0.20948399812923402,0.07390730783675127,0.0734796091212806,0.010558560303100987,0.12196468134486105,0.21701903345124413
0.20255423636545605,0.07375526751986287,0.08514471481096027,-0.007026914016097798,0.12396007311148176,0.20675985747482903
0.22105287596111725,0.0963214129246211,0.1022809288700974,-0.0073914559446483195,0.15736343328976277,-0.0037695546618343526
0.18773122710074164,0.09443549498405358,0.07770351782551643,-0.009489436184942487,0.16704723771418115,-0.031999165284533435
0.21146346267536298,0.0487990394336761,-0.009428999380758836,0.020454756828140578,0.13449641482927463,0.22802490907788242
-0.17880345937193834,0.03638530906096697,-0.06189486464744759,0.002102757200973391,0.09041469047533954,0.19767481986775062
0.14391435351435683,0.08633155606804359,0.0629152032246857,0.03065080315862313,0.15566691178842346,-0.03563556653752209
0.18255319386911956,0.08266665715027932,0.03502150446808724,0.018070349826588658,0.1795414706520845,-0.03928730798337274
-0.15017056339966608,-0.028055593451055048,0.019615027011766952,-0.011380527598261405,0.036233219605414535,-0.07887077343836041
0.16519661550366166,0.06289061369962815,0.04082904302187709,0.02819072925452402,0.1592783585288795,0.23278250922276975
-0.1570756134408408,0.035695009277089976,-0.04600791491469219,0.007396872214167494,0.06813851114832407,-0.04343123583181597
-0.12210130491228187,-0.06798562114524982,-0.02707872328058471,0.001642818712532291,0.0324305225363912,-0.0576757443254622
-0.0749646488284246,-0.04517821074914815,-0.03197149678043843,0.004994100050535206,-0.06550601148612846,-0.05423505246431875
0.1388481710194223,0.06664597452003711,-0.004262781282812876,0.03137198511643181,0.14613632584600425,0.2689182237397516
0.1449771407768661,0.03430310693682044,-0.07095149946499824,0.02799625828439939,0.1407897320260253,-0.03126324091556668
-0.1881749735079786,-0.11872386880937022,0.01264432385429363,-0.00455586444981308,0.06067399993331498,0.21914592612222486
-0.10746015879000807,-0.04583966643863999,-0.012027952318393665,-0.010086128310216472,0.06089470876277167,-0.0821347461636706
-0.14907303999463584,-0.07976031144640462,0.0023058115421104065,-0.00045213934370193443,0.057513873994832196,-0.06967870773345115
-0.12569794350557148,-0.07392138429136669,-0.01698427625319421,-0.006942414728269391,0.029798175742818876,-0.06973163741421552
0.10869090351568778,-0.114246322474094,0.053265068073898705,-0.021768960440129076,0.08870224510575074,-0.09219940545314723
-0.09411227829218737,-0.05348424950385702,-0.03787034957693767,0.0025038010611301833,-0.01591538529180973,-0.06531619198759478
-0.09556265599370277,-0.05715538365366742,0.03822218768902632,0.0006195348491371457,-0.08121511838411703,-0.06094373808519182
0.20687901079637439,-0.013932776602960785,0.1279337919422923,0.01933140164834416,0.11246548439316333,-0.07530710024039992
-0.11653030562669132,-0.0866904889914721,0.04258162713283219,0.0300878462077102,-0.008086891752733406,-0.06686124626244663
-0.13760030625725578,-0.09000843966135232,0.027797659931722896,-0.00748644659633776,0.029326341232117043,-0.06178818857661584
-0.13042248286321922,-0.08275861503068847,-0.029182335712910155,-0.004259118479205718,0.04477160894407016,-0.05112212705143485
-0.11228667053998749,-0.06675097081394132,-0.039207990419675195,0.00024162754186258508,0.022046485951510004,-0.06535529550290044
-0.14584390358018215,-0.10707034601658437,0.048798715688125306,-0.013553489373018233,0.054203355935015796,-0.06929490583227121
-0.14437917620588428,-0.09264614511038675,0.01505768771830837,-0.011786035496042657,0.040968811501571493,-0.067265849195011
-0.09674440623789655,-0.052257384878248096,-0.02370385264948825,0.005344361732874107,-0.03869627606750551,-0.060803762157658654
-0.08859422186954724,-0.05353675906447571,-0.007036346195228907,-0.0033783331518092512,-0.05198109112984437,-0.062334568847017324
