state,district,sub_centres,phcs,chcs,sub_divisional_hospital,district_hospital,year,lgd_matched_name,district_census2011_code,match_type,population,sub_centres_per_100k,phcs_per_100k,chcs_per_100k,sub_divisional_hospital_per_100k,district_hospital_per_100k,sub_centres_per_100k_norm,phcs_per_100k_norm,chcs_per_100k_norm,sub_divisional_hospital_per_100k_norm,district_hospital_per_100k_norm,D_HAI_v1,underserved,district_id,underserved_next_year,year_num,next_year_num,is_consecutive
Rajasthan,Jaipur,617,207,34,1,0,2019-20,Jaipur,110.0,exact,6626178.0,9.311551847837471,3.123972824152928,0.5131163092811573,0.015091656155328155,0.0,0.2634404295464789,0.3643051917595268,0.31249669527029417,0.007108459305902539,0.0,0.18947015517644047,1,110.0,1,2019,2020.0,True
Rajasthan,Jaipur,621,181,37,1,1,2020-21,Jaipur,110.0,exact,6626178.0,9.371918472458784,2.731589764114396,0.5583912777471417,0.015091656155328155,0.015091656155328155,0.26514830915455984,0.3131156137262249,0.3400699330882613,0.007108459305902539,0.0660982847125447,0.19830811999749862,1,110.0,0,2020,,False
Rajasthan,Sikar,638,113,30,2,1,2019-20,Sikar,111.0,exact,2677333.0,23.829684241743557,4.220618055355834,1.1205180677935842,0.07470120451957227,0.037350602259786134,0.6741843202064998,0.5073715275794191,0.682414857689282,0.03518569910180516,0.16358779427138873,0.41254883976967893,0,111.0,0,2019,2020.0,True
Rajasthan,Sikar,647,113,32,2,1,2020-21,Sikar,111.0,exact,2677333.0,24.16583966208163,4.220618055355834,1.1952192723131563,0.07470120451957227,0.037350602259786134,0.6836947573254002,0.5073715275794191,0.727909181535234,0.03518569910180516,0.16358779427138873,0.42354979196264947,0,111.0,0,2020,,False
Rajasthan,Nagaur,798,131,32,3,1,2019-20,Nagaur,112.0,exact,3307743.0,24.125211662453825,3.9604044207787608,0.9674270340833615,0.09069628444531512,0.030232094815105047,0.6825453186659303,0.47342453162295717,0.5891797738600831,0.042719688319195294,0.13241022655024895,0.38405590780368304,0,112.0,0,2019,2020.0,True
Rajasthan,Nagaur,803,132,35,3,1,2020-21,Nagaur,112.0,exact,3307743.0,24.27637213652935,3.9906365155938657,1.0581233185286765,0.09069628444531512,0.030232094815105047,0.6868219184069448,0.47736855554818985,0.6444153776594659,0.042719688319195294,0.13241022655024895,0.396747153296809,0,112.0,0,2020,,False
Rajasthan,Jodhpur,653,111,27,0,0,2019-20,Jodhpur,113.0,exact,3687165.0,17.710083492330828,3.0104429826167256,0.7322699146905549,0.0,0.0,0.5010498871471325,0.3494942957900241,0.4459650263450744,0.0,0.0,0.2593018418564462,0,113.0,0,2019,2020.0,True
Rajasthan,Jodhpur,651,105,27,1,0,2020-21,Jodhpur,113.0,exact,3687165.0,17.655841276427825,2.8477163349077137,0.7322699146905549,0.027121107951502032,0.0,0.4995152779981368,0.32826527425637253,0.4459650263450744,0.012774561666393194,0.0,0.2573040280531954,0,113.0,0,2020,,False
Rajasthan,Jaisalmer,157,31,8,0,1,2019-20,Jaisalmer,114.0,exact,669919.0,23.435669088352473,4.627425106617367,1.1941742210625463,0.0,0.1492717776328183,0.6630369279185778,0.560442833188292,0.7272727272727273,0.0,0.6537790389584412,0.5209063054676076,0,114.0,0,2019,2020.0,True
Rajasthan,Jaisalmer,156,25,10,0,1,2020-21,Jaisalmer,114.0,exact,669919.0,23.286397310719654,3.7317944408204577,1.492717776328183,0.0,0.1492717776328183,0.6588137627725995,0.44360049078103614,0.9090909090909091,0.0,0.6537790389584412,0.5330568403205971,0,114.0,0,2020,,False
Rajasthan,Barmer,721,104,24,1,1,2019-20,Barmer,115.0,exact,2603751.0,27.690819897908824,3.994237544219858,0.921747125589198,0.03840613023288325,0.03840613023288325,0.7834227428045154,0.47783833917195867,0.5613599205705363,0.01809002345718414,0.16821078513267973,0.4017843622273748,0,115.0,0,2019,2020.0,True
Rajasthan,Barmer,729,105,26,1,1,2020-21,Barmer,115.0,exact,2603751.0,27.99806893977189,4.032643674452741,0.9985593860549645,0.03840613023288325,0.03840613023288325,0.7921153668578249,0.4828487328426749,0.6081399139514143,0.01809002345718414,0.16821078513267973,0.41388096444835565,0,115.0,0,2020,,False
Rajasthan,Jalore,407,72,11,0,1,2019-20,Jalore,116.0,exact,1828730.0,22.255882497689655,3.937158574529865,0.601510337775396,0.0,0.054682757979581456,0.6296586585069576,0.4703919209379008,0.3663301854292323,0.0,0.23949899657139107,0.34117595228909636,0,116.0,0,2019,2020.0,True
Rajasthan,Jalore,409,69,12,0,1,2020-21,Jalore,116.0,exact,1828730.0,22.365248013648817,3.773110300591121,0.6561930957549775,0.0,0.054682757979581456,0.6327528042490065,0.4489904824578828,0.3996329295591626,0.0,0.23949899657139107,0.34417504256748854,0,116.0,0,2020,,False
Rajasthan,Sirohi,223,34,9,0,1,2019-20,Sirohi,117.0,exact,1036346.0,21.517910041627022,3.2807575848220574,0.8684358312764269,0.0,0.09649287014182523,0.6087800999169884,0.3847590455520856,0.5288924215026115,0.0,0.4226185077184647,0.3890100149380301,0,117.0,0,2019,2020.0,True
Rajasthan,Sirohi,223,30,10,0,1,2020-21,Sirohi,117.0,exact,1036346.0,21.517910041627022,2.8947861042547567,0.9649287014182522,0.0,0.09649287014182523,0.6087800999169884,0.3344059104774249,0.5876582461140128,0.0,0.4226185077184647,0.3906925528453782,0,117.0,0,2020,,False
Rajasthan,Pali,476,89,23,1,1,2019-20,Pali,118.0,exact,2037573.0,23.36112620259495,4.367941663930568,1.1287939131505964,0.04907799622393897,0.04907799622393897,0.6609279765682015,0.526591096733458,0.6874549904581222,0.023116676883069547,0.21495131708164567,0.42260841154489936,0,118.0,0,2019,2020.0,True
Rajasthan,Pali,475,87,25,1,1,2020-21,Pali,118.0,exact,2037573.0,23.312048206371013,4.2697856714826905,1.2269499055984743,0.04907799622393897,0.04907799622393897,0.6595394724157473,0.5137858450634358,0.7472336852805676,0.023116676883069547,0.21495131708164567,0.4317253993448931,0,118.0,0,2020,,False
