state,district,sub_centres,phcs,chcs,sub_divisional_hospital,district_hospital,year,lgd_matched_name,district_census2011_code,match_type,population,sub_centres_per_100k,phcs_per_100k,chcs_per_100k,sub_divisional_hospital_per_100k,district_hospital_per_100k,sub_centres_per_100k_norm,phcs_per_100k_norm,chcs_per_100k_norm,sub_divisional_hospital_per_100k_norm,district_hospital_per_100k_norm,D_HAI_v1,underserved,district_id,underserved_next_year,year_num,next_year_num,is_consecutive
Rajasthan,Ajmer,371,90,22,3,1,2019-20,Ajmer,119.0,exact,2583052.0,14.362854483765718,3.4842504138515213,0.8517056567192608,0.11614168046171738,0.03871389348723913,0.40635080130016743,0.41130634871496474,0.518703456221555,0.054704957546344406,0.16955872355647508,0.3121248574679013,0,119.0,0,2019,2020.0,True
Rajasthan,Ajmer,370,84,25,2,2,2020-21,Ajmer,119.0,exact,2583052.0,14.324140590278478,3.251967052928087,0.9678473371809782,0.07742778697447826,0.07742778697447826,0.40525551612146077,0.38100308529513177,0.5894357457063125,0.03646997169756294,0.33911744711295017,0.35025635318668363,0,119.0,0,2020,,False
Rajasthan,Tonk,290,65,11,0,1,2019-20,Tonk,120.0,exact,1421326.0,20.403482381944748,4.573194326987616,0.7739251937979043,0.0,0.07035683579980948,0.5772509513751847,0.5533679846324157,0.47133381082172565,0.0,0.30814816586764754,0.38202018253939474,0,120.0,0,2019,2020.0,True
Rajasthan,Tonk,294,61,12,0,1,2020-21,Tonk,120.0,exact,1421326.0,20.684909725143985,4.291766983788378,0.8442820295977137,0.0,0.07035683579980948,0.5852130334631183,0.5166534869576498,0.5141823390782462,0.0,0.30814816586764754,0.38483940507333236,0,120.0,0,2020,,False
Rajasthan,Bundi,207,33,13,0,1,2019-20,Bundi,121.0,exact,1110906.0,18.633439732974708,2.970548363227852,1.1702160218776385,0.0,0.09001661706751066,0.5271732840453777,0.3442897165400558,0.7126817701456779,0.0,0.3942538792661125,0.3956797299994448,0,121.0,0,2019,2020.0,True
Rajasthan,Bundi,206,32,14,0,1,2020-21,Bundi,121.0,exact,1110906.0,18.543423115907196,2.880531746160341,1.2602326389451493,0.0,0.09001661706751066,0.5246265532045786,0.3325463129302804,0.7675034447722686,0.0,0.3942538792661125,0.40378603803464796,0,121.0,0,2020,,False
Rajasthan,Bhilwara,534,86,25,0,1,2019-20,Bhilwara,122.0,exact,2408523.0,22.171264297662923,3.5706530516835424,1.0379805382800995,0.0,0.04151922153120398,0.6272646585242727,0.4225782791880872,0.6321480765673327,0.0,0.18184547127015188,0.37276729710996886,0,122.0,0,2019,2020.0,True
Rajasthan,Bhilwara,524,82,27,1,0,2020-21,Bhilwara,122.0,exact,2408523.0,21.756072082350883,3.4045761655587263,1.1210189813425073,0.04151922153120398,0.0,0.615518129338425,0.40091219166387243,0.6827199226927193,0.019556349126276424,0.0,0.3437413185642586,0,122.0,0,2020,,False
Rajasthan,Rajsamand,259,47,12,1,1,2019-20,Rajsamand,123.0,exact,1156597.0,22.393279595226343,4.06364533195227,1.0375264677324945,0.08646053897770789,0.08646053897770789,0.6335458677482304,0.48689315251150056,0.6318715397608046,0.04072457101883083,0.37867900400917526,0.4343428270097084,0,123.0,0,2019,2020.0,True
Rajasthan,Rajsamand,262,46,14,1,1,2020-21,Rajsamand,123.0,exact,1156597.0,22.652661212159465,3.9771847929745627,1.2104475456879102,0.08646053897770789,0.08646053897770789,0.6408842368727272,0.4756136683605638,0.737183463054272,0.04072457101883083,0.37867900400917526,0.45461698866311384,0,123.0,0,2020,,False
Rajasthan,Dungarpur,349,59,15,1,1,2019-20,Dungarpur,124.0,exact,1388552.0,25.134096526453455,4.24903064487322,1.0802620283575983,0.07201746855717323,0.07201746855717323,0.711088473048594,0.5110781821635532,0.6578982343411763,0.033921608025242606,0.31542138861202174,0.4458815772381176,0,124.0,0,2019,2020.0,True
Rajasthan,Dungarpur,347,60,16,1,1,2020-21,Dungarpur,124.0,exact,1388552.0,24.99006158933911,4.321048113430393,1.1522794969147716,0.07201746855717323,0.07201746855717323,0.7070134674723844,0.5204734497016225,0.7017581166305881,0.033921608025242606,0.31542138861202174,0.45571760608837186,0,124.0,0,2020,,False
Rajasthan,Banswara,453,59,22,0,1,2019-20,Banswara,125.0,exact,1797485.0,25.20187929245585,3.282363969657605,1.2239323276689376,0.0,0.05563328762131534,0.7130061685394553,0.38496861158656914,0.745395928199679,0.0,0.24366211679096073,0.4174065650233329,0,125.0,0,2019,2020.0,True
Rajasthan,Banswara,455,58,22,0,1,2020-21,Banswara,125.0,exact,1797485.0,25.313145867698477,3.2267306820362895,1.2239323276689376,0.0,0.05563328762131534,0.7161540986433822,0.37771079439726235,0.745395928199679,0.0,0.24366211679096073,0.41658458760625694,0,125.0,0,2020,,False
Rajasthan,Chittorgarh,383,54,23,1,1,2019-20,Chittorgarh,126.0,exact,1544338.0,24.8002704071259,3.496643869412007,1.4893112777125215,0.06475266424837049,0.06475266424837049,0.7016439360147473,0.41292317631311193,0.9070162925944497,0.03049974595371393,0.2836030713483706,0.4671372444448786,0,126.0,0,2019,2020.0,True
Rajasthan,Chittorgarh,383,52,24,1,1,2020-21,Chittorgarh,126.0,exact,1544338.0,24.8002704071259,3.367138540915266,1.554063941960892,0.06475266424837049,0.06475266424837049,0.7016439360147473,0.39602814746512516,0.946451783576817,0.03049974595371393,0.2836030713483706,0.47164533687175475,0,126.0,0,2020,,False
Rajasthan,Kota,188,63,13,0,0,2019-20,Kota,127.0,exact,1951014.0,9.63601491327074,3.2290901039151945,0.6663201801729767,0.0,0.0,0.27262006906591724,0.3780186002703595,0.40580049889209124,0.0,0.0,0.21128783364567355,0,127.0,0,2019,2020.0,True
Rajasthan,Kota,188,62,13,0,0,2020-21,Kota,127.0,exact,1951014.0,9.63601491327074,3.1778347054403504,0.6663201801729767,0.0,0.0,0.27262006906591724,0.37133191451078984,0.40580049889209124,0.0,0.0,0.2099504964937597,0,127.0,0,2020,,False
Rajasthan,Baran,265,53,14,0,1,2019-20,Baran,128.0,exact,1222755.0,21.672370998278478,4.334474199655696,1.1449554489656555,0.0,0.08178253206897539,0.613150076203795,0.5222249924120658,0.6972976449232936,0.0,0.3581903161303777,0.4381726059339065,0,128.0,0,2019,2020.0,True
Rajasthan,Baran,263,52,14,0,1,2020-21,Baran,128.0,exact,1222755.0,21.508805934140526,4.252691667586721,1.1449554489656555,0.0,0.08178253206897539,0.6085225284588607,0.5115557925065074,0.6972976449232936,0.0,0.3581903161303777,0.43511325640380794,0,128.0,0,2020,,False
Rajasthan,Jhalawar,323,48,14,0,0,2019-20,Jhalawar,129.0,exact,1411129.0,22.889473605885783,3.401531681370024,0.9921134070662568,0.0,0.0,0.6475840823705193,0.4005150138118687,0.6042142014076542,0.0,0.0,0.33046265951800846,0,129.0,0,2019,2020.0,True
Rajasthan,Jhalawar,323,44,14,1,0,2020-21,Jhalawar,129.0,exact,1411129.0,22.889473605885783,3.118070707922522,0.9921134070662568,0.0708652433618755,0.0,0.6475840823705193,0.3635352124456688,0.6042142014076542,0.03337888787394113,0.0,0.32974247681955676,0,129.0,0,2020,,False
Rajasthan,Udaipur,624,115,29,1,0,2019-20,Udaipur,130.0,exact,3068420.0,20.336199086174645,3.7478572033815447,0.9451118165049113,0.03259006263810039,0.0,0.575347386789106,0.4456960094751164,0.5755894209101396,0.015350544145412514,0.0,0.3223966722639549,0,130.0,0,2019,2020.0,True
Rajasthan,Udaipur,623,108,31,1,0,2020-21,Udaipur,130.0,exact,3068420.0,20.30360902353654,3.5197267649148425,1.010291941781112,0.03259006263810039,0.0,0.5744253557205337,0.4159345287411727,0.6152852430418735,0.015350544145412514,0.0,0.3241991343297984,0,130.0,0,2020,,False
Rajasthan,Pratapgarh,203,32,8,0,1,2019-20,Pratapgarh,131.0,exact,867848.0,23.391192927793806,3.6872816437901568,0.9218204109475392,0.0,0.1152275513684424,0.6617786179146579,0.43779343250273184,0.5614045526196041,0.0,0.5046724772079904,0.4331298160489968,0,131.0,0,2019,2020.0,True
Rajasthan,Pratapgarh,204,32,8,0,1,2020-21,Pratapgarh,131.0,exact,867848.0,23.506420479162248,3.6872816437901568,0.9218204109475392,0.0,0.1152275513684424,0.6650386111063556,0.43779343250273184,0.5614045526196041,0.0,0.5046724772079904,0.43378181468733634,0,131.0,0,2020,,False
Uttar Pradesh,Saharanpur,364,62,14,0,2,2019-20,Saharanpur,132.0,exact,3466382.0,10.500862282345107,1.7886084107291116,0.4038793185517349,0.0,0.0576970455073907,0.297088145507333,0.19009598701674243,0.245969481095327,0.0,0.25270094294281475,0.19717091131244344,1,132.0,0,2019,2020.0,True
Uttar Pradesh,Saharanpur,364,62,21,0,2,2020-21,Saharanpur,132.0,exact,3466382.0,10.500862282345107,1.7886084107291116,0.6058189778276024,0.0,0.0576970455073907,0.297088145507333,0.19009598701674243,0.3689542216429905,0.0,0.25270094294281475,0.22176785942197616,0,132.0,0,2020,,False
Uttar Pradesh,Muzaffarnagar,286,49,4,0,2,2019-20,Muzaffarnagar,133.0,exact,4143512.0,6.902357227395504,1.1825716928055234,0.09653646471881824,0.0,0.04826823235940912,0.19528001160092487,0.11103354262847233,0.058792374461787276,0.0,0.2114047214054165,0.11530213001932019,1,133.0,1,2019,2020.0,True
Uttar Pradesh,Muzaffarnagar,286,47,7,0,2,2020-21,Muzaffarnagar,133.0,exact,4143512.0,6.902357227395504,1.1343034604461144,0.16893881325793192,0.0,0.04826823235940912,0.19528001160092487,0.10473655710965589,0.10288665530812773,0.0,0.2114047214054165,0.12286158908482499,1,133.0,1,2020,,False
Uttar Pradesh,Bijnor,343,64,7,0,2,2019-20,Bijnor,134.0,exact,3682713.0,9.31378578781458,1.7378492432073855,0.1900772609758078,0.0,0.0543077888502308,0.2635036316976099,0.18347403864184653,0.11576033508695653,0.0,0.23785671052835236,0.16011894319095304,1,134.0,1,2019,2020.0,True
Uttar Pradesh,Bijnor,343,62,11,0,2,2020-21,Bijnor,134.0,exact,3682713.0,9.31378578781458,1.6835414543571545,0.2986928386762694,0.0,0.0543077888502308,0.2635036316976099,0.1763891436035847,0.18190909799378885,0.0,0.23785671052835236,0.17193171676466718,1,134.0,1,2020,,False
Uttar Pradesh,Moradabad,267,60,7,0,2,2019-20,Moradabad,135.0,exact,4772006.0,5.595131271838301,1.2573328700760225,0.14668883484220263,0.0,0.04191109566920075,0.15829625498614808,0.12078674939885103,0.08933603413513959,0.0,0.18356179770100878,0.11039616724422949,1,135.0,1,2019,2020.0,True
Uttar Pradesh,Moradabad,267,56,7,0,2,2020-21,Moradabad,135.0,exact,4772006.0,5.595131271838301,1.173510678737621,0.14668883484220263,0.0,0.04191109566920075,0.15829625498614808,0.10985145926675893,0.08933603413513959,0.0,0.18356179770100878,0.10820910921781106,1,135.0,1,2020,,False
Uttar Pradesh,Rampur,211,35,5,0,2,2019-20,Rampur,136.0,exact,2335819.0,9.033234167544661,1.4984037718675978,0.2140576816953711,0.0,0.08562307267814843,0.2555663253751376,0.15223641936576165,0.13036482551243755,0.0,0.37501107748502777,0.1826357295476729,1,136.0,1,2019,2020.0,True
Uttar Pradesh,Rampur,211,35,5,0,2,2020-21,Rampur,136.0,exact,2335819.0,9.033234167544661,1.4984037718675978,0.2140576816953711,0.0,0.08562307267814843,0.2555663253751376,0.15223641936576165,0.13036482551243755,0.0,0.37501107748502777,0.1826357295476729,1,136.0,1,2020,,False
Uttar Pradesh,Jyotiba Phule Nagar,175,32,8,0,2,2019-20,Amroha,137.0,crosswalk,1840221.0,9.509727364267661,1.7389215751803724,0.4347303937950931,0.0,0.10868259844877327,0.26904716879113977,0.18361393311436383,0.2647583188007409,0.0,0.47600695785995273,0.23868527571323944,0,137.0,0,2019,2020.0,True
Uttar Pradesh,Amroha,175,32,8,0,2,2020-21,Amroha,137.0,exact,1840221.0,9.509727364267661,1.7389215751803724,0.4347303937950931,0.0,0.10868259844877327,0.26904716879113977,0.18361393311436383,0.2647583188007409,0.0,0.47600695785995273,0.23868527571323944,0,137.0,0,2020,,False
Uttar Pradesh,Meerut,280,57,12,0,2,2019-20,Meerut,138.0,exact,3443689.0,8.130815529509198,1.6552017327929438,0.34846352269325137,0.0,0.05807725378220855,0.23003529064326075,0.17269199523966006,0.21222030423558205,0.0,0.2543661753427792,0.17386275309225643,1,138.0,1,2019,2020.0,True
Uttar Pradesh,Meerut,280,57,12,0,2,2020-21,Meerut,138.0,exact,3443689.0,8.130815529509198,1.6552017327929438,0.34846352269325137,0.0,0.05807725378220855,0.23003529064326075,0.17269199523966006,0.21222030423558205,0.0,0.2543661753427792,0.17386275309225643,1,138.0,1,2020,,False
Uttar Pradesh,Bagpat,200,24,7,0,1,2019-20,Baghpat,139.0,fuzzy,1303048.0,15.348628753507162,1.8418354504208594,0.5372020063727506,0.0,0.07674314376753581,0.4342401157023489,0.19703988949182588,0.3271653008247516,0.0,0.3361188536416157,0.2589128319321084,0,139.0,0,2019,2020.0,True
Uttar Pradesh,Baghpat,200,24,7,0,1,2020-21,Baghpat,139.0,exact,1303048.0,15.348628753507162,1.8418354504208594,0.5372020063727506,0.0,0.07674314376753581,0.4342401157023489,0.19703988949182588,0.3271653008247516,0.0,0.3361188536416157,0.2589128319321084,0,139.0,0,2020,,False
Uttar Pradesh,Ghaziabad,146,66,4,0,3,2019-20,Ghaziabad,140.0,exact,4681645.0,3.1185619584569095,1.409760885329836,0.0854400536563537,0.0,0.06408004024226528,0.08822968666538607,0.14067223013425842,0.05203446845946438,0.0,0.2806571194526711,0.11231870094235599,1,140.0,1,2019,2020.0,True
Uttar Pradesh,Ghaziabad,146,66,4,0,3,2020-21,Ghaziabad,140.0,exact,4681645.0,3.1185619584569095,1.409760885329836,0.0854400536563537,0.0,0.06408004024226528,0.08822968666538607,0.14067223013425842,0.05203446845946438,0.0,0.2806571194526711,0.11231870094235599,1,140.0,1,2020,,False
Uttar Pradesh,Gautam Buddha Nagar,128,37,5,0,2,2019-20,Gautam Buddha Nagar,141.0,exact,1648115.0,7.766448336432833,2.244988972250116,0.30337688814190755,0.0,0.12135075525676302,0.21972669209542847,0.24963456231754025,0.18476176502467143,0.0,0.5314908243660181,0.23712276876073166,0,141.0,0,2019,2020.0,True
Uttar Pradesh,Gautam Buddha Nagar,128,37,5,0,2,2020-21,Gautam Buddha Nagar,141.0,exact,1648115.0,7.766448336432833,2.244988972250116,0.30337688814190755,0.0,0.12135075525676302,0.21972669209542847,0.24963456231754025,0.18476176502467143,0.0,0.5314908243660181,0.23712276876073166,0,141.0,0,2020,,False
Uttar Pradesh,Bulandshahar,344,71,10,0,4,2019-20,Bulandshahr,142.0,fuzzy,3499171.0,9.830899947444696,2.02905202403655,0.2857819752164156,0.0,0.11431279008656622,0.278133714691688,0.2214638220726226,0.17404615914091445,0.0,0.5006660148932419,0.23486194215969342,0,142.0,0,2019,2020.0,True
Uttar Pradesh,Bulandshahar,344,71,10,0,4,2020-21,Bulandshahr,142.0,fuzzy,3499171.0,9.830899947444696,2.02905202403655,0.2857819752164156,0.0,0.11431279008656622,0.278133714691688,0.2214638220726226,0.17404615914091445,0.0,0.5006660148932419,0.23486194215969342,0,142.0,0,2020,,False
Uttar Pradesh,Aligarh,333,53,13,0,4,2019-20,Aligarh,143.0,exact,3673889.0,9.06396464346092,1.442612991301588,0.35384846956454047,0.0,0.10887645217370476,0.25643574541465847,0.14495805593426658,0.2154998298929158,0.0,0.4768559964658704,0.21874992554154224,0,143.0,0,2019,2020.0,True
Uttar Pradesh,Aligarh,333,53,13,0,4,2020-21,Aligarh,143.0,exact,3673889.0,9.06396464346092,1.442612991301588,0.35384846956454047,0.0,0.10887645217370476,0.25643574541465847,0.14495805593426658,0.2154998298929158,0.0,0.4768559964658704,0.21874992554154224,0,143.0,0,2020,,False
Uttar Pradesh,Hathras,194,27,7,0,2,2019-20,Hathras,144.0,exact,1564708.0,12.39847946070449,1.7255615744279444,0.44736781559243005,0.0,0.12781937588355144,0.3507751240852241,0.18187101179412585,0.2724547269580592,0.0,0.5598220243010198,0.2729845774276858,0,144.0,0,2019,2020.0,True
Uttar Pradesh,Hathras,194,27,7,0,2,2020-21,Hathras,144.0,exact,1564708.0,12.39847946070449,1.7255615744279444,0.44736781559243005,0.0,0.12781937588355144,0.3507751240852241,0.18187101179412585,0.2724547269580592,0.0,0.5598220243010198,0.2729845774276858,0,144.0,0,2020,,False
Uttar Pradesh,Mathura,205,37,7,0,3,2019-20,Mathura,145.0,exact,2547184.0,8.048103317231893,1.452584501158927,0.2748132840030402,0.0,0.11777712171558867,0.22769521445755675,0.14625892091529294,0.16736603673275702,0.0,0.5158390599187181,0.21143184640486495,0,145.0,0,2019,2020.0,True
Uttar Pradesh,Mathura,205,34,12,0,3,2020-21,Mathura,145.0,exact,2547184.0,8.048103317231893,1.3348073794433382,0.4711084868623547,0.0,0.11777712171558867,0.22769521445755675,0.1308939325235775,0.28691320582758345,0.0,0.5158390599187181,0.2322682825454872,0,145.0,0,2020,,False
Uttar Pradesh,Agra,395,75,16,0,2,2019-20,Agra,146.0,exact,4418797.0,8.939084551745644,1.697294535141578,0.36208950083020336,0.0,0.04526118760377542,0.25290266461986954,0.17818334542754577,0.22051876027879,0.0,0.19823449685513955,0.16996785343626897,1,146.0,1,2019,2020.0,True
Uttar Pradesh,Agra,395,73,18,0,2,2020-21,Agra,146.0,exact,4418797.0,8.939084551745644,1.6520333475378026,0.4073506884339787,0.0,0.04526118760377542,0.25290266461986954,0.1722786534806104,0.2480836053136387,0.0,0.19823449685513955,0.1742998840538516,1,146.0,1,2020,,False
Uttar Pradesh,Firozabad,220,19,3,0,3,2019-20,Firozabad,147.0,exact,2498156.0,8.806495671207083,0.7605609897860662,0.12008857733464204,0.0,0.12008857733464204,0.2491514884235755,0.0559787963532847,0.07313601785404188,0.0,0.5259627501244919,0.1808458105510788,1,147.0,0,2019,2020.0,True
Uttar Pradesh,Firozabad,220,71,5,0,3,2020-21,Firozabad,147.0,exact,2498156.0,8.806495671207083,2.8420963302531947,0.20014762889107005,0.0,0.12008857733464204,0.2491514884235755,0.32753209870393724,0.12189336309006978,0.0,0.5259627501244919,0.24490794006841493,0,147.0,0,2020,,False
Uttar Pradesh,Mainpuri,206,46,10,0,2,2019-20,Mainpuri,148.0,exact,1868529.0,11.024715163639419,2.461829599647637,0.5351803477494864,0.0,0.10703606954989726,0.3119088789707228,0.27792319489985795,0.32593407580362566,0.0,0.46879550705394457,0.2769123313456302,0,148.0,0,2019,2020.0,True
Uttar Pradesh,Mainpuri,206,46,10,0,2,2020-21,Mainpuri,148.0,exact,1868529.0,11.024715163639419,2.461829599647637,0.5351803477494864,0.0,0.10703606954989726,0.3119088789707228,0.27792319489985795,0.32593407580362566,0.0,0.46879550705394457,0.2769123313456302,0,148.0,0,2020,,False
Uttar Pradesh,Budaun,291,56,9,0,2,2019-20,Budaun,149.0,exact,3681896.0,7.903536656114132,1.5209555077058123,0.24443927802414844,0.0,0.05431983956092187,0.22360516545978326,0.15517847767318024,0.14886774244969045,0.0,0.23790949011053003,0.15311217513863679,1,149.0,1,2019,2020.0,True
Uttar Pradesh,Budaun,291,55,10,0,2,2020-21,Budaun,149.0,exact,3681896.0,7.903536656114132,1.4937955879253515,0.2715991978046094,0.0,0.05431983956092187,0.22360516545978326,0.15163524409718543,0.1654086027218783,0.0,0.23790949011053003,0.15571170047787541,1,149.0,1,2020,,False
Uttar Pradesh,Bareilly,411,81,6,0,2,2019-20,Bareilly,150.0,exact,4448359.0,9.239362200757627,1.8208962001493134,0.13488120001106027,0.0,0.04496040000368676,0.26139805552050605,0.19430819310914085,0.08214498057291772,0.0,0.19691711033214723,0.14695366790694236,1,150.0,1,2019,2020.0,True
Uttar Pradesh,Bareilly,411,71,16,0,2,2020-21,Bareilly,150.0,exact,4448359.0,9.239362200757627,1.5960942001308798,0.35968320002949405,0.0,0.04496040000368676,0.26139805552050605,0.16498093438177402,0.21905328152778059,0.0,0.19691711033214723,0.16846987635244157,1,150.0,1,2020,,False
Uttar Pradesh,Pilibhit,199,28,6,0,2,2019-20,Pilibhit,151.0,exact,2031007.0,9.79809523059251,1.3786264646059812,0.2954199567012817,0.0,0.09847331890042724,0.27720561067208815,0.13661049041743956,0.17991585633942359,0.0,0.43129245738690225,0.20500488296317068,0,151.0,0,2019,2020.0,True
Uttar Pradesh,Pilibhit,199,31,6,0,2,2020-21,Pilibhit,151.0,exact,2031007.0,9.79809523059251,1.526336442956622,0.2954199567012817,0.0,0.09847331890042724,0.27720561067208815,0.15588046466743635,0.17991585633942359,0.0,0.43129245738690225,0.20885887781317009,0,151.0,0,2020,,False
Uttar Pradesh,Shahjahanpur,298,46,17,0,2,2019-20,Shahjahanpur,152.0,exact,3006538.0,9.911732364600082,1.5299989556094087,0.5654343966382597,0.0,0.0665216937221482,0.28042060811661595,0.15635826938515116,0.3443593141468239,0.0,0.29135104894732744,0.2144978481191837,0,152.0,0,2019,2020.0,True
Uttar Pradesh,Shahjahanpur,298,47,17,0,2,2020-21,Shahjahanpur,152.0,exact,3006538.0,9.911732364600082,1.5632598024704825,0.5654343966382597,0.0,0.0665216937221482,0.28042060811661595,0.16069741877575291,0.3443593141468239,0.0,0.29135104894732744,0.21536567799730405,0,152.0,0,2020,,False
Uttar Pradesh,Lakhimpur Kheri,386,60,14,0,2,2019-20,Kheri,153.0,crosswalk,4021243.0,9.599021993945653,1.4920759576081326,0.34815105677523095,0.0,0.04973586525360442,0.271573473319426,0.15141090426380152,0.21203000709436903,0.0,0.2178326452790841,0.17056940599133613,1,153.0,1,2019,2020.0,True
Uttar Pradesh,Kheri,386,59,15,0,2,2020-21,Kheri,153.0,exact,4021243.0,9.599021993945653,1.4672080249813304,0.37301898940203315,0.0,0.04973586525360442,0.271573473319426,0.148166679149696,0.22717500760110967,0.0,0.2178326452790841,0.17294956106986314,1,153.0,1,2020,,False
Uttar Pradesh,Sitapur,471,67,18,0,2,2019-20,Sitapur,154.0,exact,4483992.0,10.50403301343981,1.4942042715508859,0.40142801325247685,0.0,0.04460311258360854,0.29717785115202194,0.15168856021724975,0.24447659382735096,0.0,0.19535226646256285,0.1777390543318371,1,154.0,1,2019,2020.0,True
Uttar Pradesh,Sitapur,471,66,19,0,2,2020-21,Sitapur,154.0,exact,4483992.0,10.50403301343981,1.4719027152590818,0.42372956954428104,0.0,0.04460311258360854,0.29717785115202194,0.14877913987695454,0.25805862681775926,0.0,0.19535226646256285,0.17987357686185973,1,154.0,1,2020,,False
Uttar Pradesh,Hardoi,433,62,8,0,2,2019-20,Hardoi,155.0,exact,4092845.0,10.5794380192751,1.5148387002195294,0.1954630580928425,0.0,0.04886576452321063,0.29931119341889845,0.15438049012982652,0.11904037855863542,0.0,0.21402178680111267,0.15735076978169463,1,155.0,1,2019,2020.0,True
Uttar Pradesh,Hardoi,433,50,19,0,2,2020-21,Hardoi,155.0,exact,4092845.0,10.5794380192751,1.2216441130802658,0.4642247629705009,0.0,0.04886576452321063,0.29931119341889845,0.11613085928227354,0.2827208990767591,0.0,0.21402178680111267,0.18243694771580876,1,155.0,1,2020,,False
Uttar Pradesh,Unnav,357,54,7,0,2,2019-20,Unnao,156.0,fuzzy,3108367.0,11.485130295103506,1.7372465992593538,0.22519863323732364,0.0,0.06434246663923532,0.32493484520971944,0.1833954188120276,0.1371498574361042,0.0,0.2818064919618565,0.18545732268394155,1,156.0,0,2019,2020.0,True
Uttar Pradesh,Unnao,357,48,13,0,2,2020-21,Unnao,156.0,exact,3108367.0,11.485130295103506,1.5442191993416479,0.4182260331550296,0.0,0.06434246663923532,0.32493484520971944,0.15821341643485445,0.2547068780956221,0.0,0.2818064919618565,0.20393232634041053,0,156.0,0,2020,,False
Uttar Pradesh,Lucknow,306,80,17,0,9,2019-20,Lucknow,157.0,exact,4589838.0,6.666901969089106,1.7429809069514,0.37038344272717255,0.0,0.1960853520320325,0.18861856188761847,0.18414350613017055,0.22556991415304065,0.0,0.8588126639763757,0.2914289292294411,0,157.0,0,2019,2020.0,True
Uttar Pradesh,Lucknow,306,78,19,0,9,2020-21,Lucknow,157.0,exact,4589838.0,6.666901969089106,1.6994063842776153,0.41395796540095753,0.0,0.1960853520320325,0.18861856188761847,0.17845885341235307,0.2521075511122219,0.0,0.8588126639763757,0.29559952607771384,0,157.0,0,2020,,False
Uttar Pradesh,Rae Bareli,352,51,17,0,2,2019-20,Rae Bareli,158.0,exact,3405559.0,10.336041748212262,1.4975515032921174,0.49918383443070585,0.0,0.05872750993302421,0.2924250782743324,0.1521252339625345,0.30401157743453094,0.0,0.2572141607295601,0.2011552100801916,1,158.0,0,2019,2020.0,True
Uttar Pradesh,Rae Bareli,352,51,19,0,2,2020-21,Rae Bareli,158.0,exact,3405559.0,10.336041748212262,1.4975515032921174,0.55791134436373,0.0,0.05872750993302421,0.2924250782743324,0.1521252339625345,0.33977764536800514,0.0,0.2572141607295601,0.20830842366688646,0,158.0,0,2020,,False
Uttar Pradesh,Farrukhabad,192,31,8,0,3,2019-20,Farrukhabad,159.0,exact,1885204.0,10.184574189318504,1.64438437431705,0.424357257888271,0.0,0.15913397170810162,0.28813979055544425,0.1712807823912726,0.2584408998611388,0.0,0.6969733779474264,0.28296697015105643,0,159.0,0,2019,2020.0,True
Uttar Pradesh,Farrukhabad,192,31,8,0,3,2020-21,Farrukhabad,159.0,exact,1885204.0,10.184574189318504,1.64438437431705,0.424357257888271,0.0,0.15913397170810162,0.28813979055544425,0.1712807823912726,0.2584408998611388,0.0,0.6969733779474264,0.28296697015105643,0,159.0,0,2020,,False
Uttar Pradesh,Kannauj,191,34,11,0,2,2019-20,Kannauj,160.0,exact,1656616.0,11.52952766362271,2.052376652163205,0.6640042109939781,0.0,0.12072803836254148,0.3261909260461429,0.22450671049769858,0.40439003365897713,0.0,0.5287634551398755,0.2967702250685388,0,160.0,0,2019,2020.0,True
Uttar Pradesh,Kannauj,191,35,11,0,2,2020-21,Kannauj,160.0,exact,1656616.0,11.52952766362271,2.112740671344476,0.6640042109939781,0.0,0.12072803836254148,0.3261909260461429,0.23238169029417596,0.40439003365897713,0.0,0.5287634551398755,0.2983452210278343,0,160.0,0,2020,,False
Uttar Pradesh,Etawah,169,34,8,0,3,2019-20,Etawah,161.0,exact,1581810.0,10.68396330785619,2.1494364051308312,0.5057497423837249,0.0,0.18965615339389688,0.3022684004851585,0.23716894876542963,0.30801032878905693,0.0,0.8306541240730556,0.3356203604225402,0,161.0,0,2019,2020.0,True
Uttar Pradesh,Etawah,169,34,8,0,3,2020-21,Etawah,161.0,exact,1581810.0,10.68396330785619,2.1494364051308312,0.5057497423837249,0.0,0.18965615339389688,0.3022684004851585,0.23716894876542963,0.30801032878905693,0.0,0.8306541240730556,0.3356203604225402,0,161.0,0,2020,,False
Uttar Pradesh,Auraiya,165,26,7,0,2,2019-20,Auraiya,162.0,exact,1379545.0,11.96046522585345,1.884679368922362,0.5074136762483282,0.0,0.14497533607095095,0.3383829192130117,0.20262922892245708,0.30902369325327617,0.0,0.6349615271701903,0.29699947371178703,0,162.0,0,2019,2020.0,True
Uttar Pradesh,Auraiya,165,26,7,0,2,2020-21,Auraiya,162.0,exact,1379545.0,11.96046522585345,1.884679368922362,0.5074136762483282,0.0,0.14497533607095095,0.3383829192130117,0.20262922892245708,0.30902369325327617,0.0,0.6349615271701903,0.29699947371178703,0,162.0,0,2020,,False
Uttar Pradesh,Kanpur Dehat,240,31,8,0,2,2019-20,Kanpur Dehat,163.0,exact,1796184.0,13.36166005264494,1.7258810901333046,0.44538866842149805,0.0,0.11134716710537451,0.3780252229965622,0.18191269523002848,0.2712493921456923,0.0,0.48767720901644823,0.2637729038777462,0,163.0,0,2019,2020.0,True
