state,district,sub_centres,phcs,chcs,sub_divisional_hospital,district_hospital,year
Maharashtra,Mumbai,0,38,0,0,0,2021-22
Maharashtra,Mumbai Suburban,0,100,0,0,0,2021-22
Maharashtra,Nagpur,316,105,10,2,0,2021-22
Maharashtra,Nanded,379,79,13,4,1,2021-22
Maharashtra,Nandurbar,293,63,12,2,1,2021-22
Maharashtra,Nashik,589,155,24,6,1,2021-22
Maharashtra,Osmanabad,215,46,6,4,1,2021-22
Maharashtra,Palghar,306,69,10,3,0,2021-22
Maharashtra,Parbhani,214,38,6,2,1,2021-22
Maharashtra,Pune,546,192,41,5,1,2021-22
Maharashtra,Raigad,280,60,8,6,1,2021-22
Maharashtra,Ratnagiri,378,70,8,3,1,2021-22
Maharashtra,Sangli,328,75,14,2,0,2021-22
Maharashtra,Satara,402,76,15,2,1,2021-22
Maharashtra,Sindhudurg,248,38,7,3,1,2021-22
Maharashtra,Solapur,430,96,16,3,0,2021-22
Maharashtra,Thane,180,143,12,3,1,2021-22
Maharashtra,Wardha,181,32,9,2,1,2021-22
Maharashtra,Washim,150,27,6,1,1,2021-22
Maharashtra,Yavatmal,450,69,14,3,0,2021-22
Rajasthan,Ajmer,369,84,25,2,2,2021-22
Rajasthan,Alwar,697,129,42,0,1,2021-22
Rajasthan,Banswara,455,58,22,0,1,2021-22
Rajasthan,Baran,268,52,14,0,1,2021-22
Rajasthan,Barmer,729,106,26,1,1,2021-22
Rajasthan,Bharatpur,396,74,26,0,0,2021-22
Rajasthan,Bhilwara,523,84,27,0,0,2021-22
Rajasthan,Bikaner,420,71,18,0,0,2021-22
Rajasthan,Bundi,205,33,14,0,1,2021-22
Rajasthan,Chittorgarh,383,51,25,1,1,2021-22
Rajasthan,Churu,442,99,18,2,1,2021-22
Rajasthan,Dausa,320,48,17,0,1,2021-22
Rajasthan,Dholpur,234,34,8,1,1,2021-22
Rajasthan,Dungarpur,346,60,16,1,1,2021-22
Rajasthan,Ganganagar,419,63,18,0,1,2021-22
Rajasthan,Hanumangarh,360,60,17,0,1,2021-22
Rajasthan,Jaipur,628,182,41,0,1,2021-22
Rajasthan,Jaisalmer,155,25,11,0,1,2021-22
Rajasthan,Jalore,408,71,12,0,1,2021-22
Rajasthan,Jhalawar,323,45,14,0,0,2021-22
Rajasthan,Jhunjhunu,599,115,28,1,1,2021-22
Rajasthan,Jodhpur,649,109,27,0,2,2021-22
Rajasthan,Karauli,281,36,17,1,1,2021-22
Rajasthan,Kota,190,61,16,0,0,2021-22
Rajasthan,Nagaur,798,136,34,5,1,2021-22
Rajasthan,Pali,475,86,26,1,1,2021-22
Rajasthan,Pratapgarh,204,34,8,0,1,2021-22
Rajasthan,Rajsamand,262,44,16,1,1,2021-22
Rajasthan,Sawai Madhopur,269,41,15,1,1,2021-22
Rajasthan,Sikar,644,115,32,3,2,2021-22
Rajasthan,Sirohi,223,30,10,0,1,2021-22
Rajasthan,Tonk,294,63,12,0,1,2021-22
Rajasthan,Udaipur,621,110,33,1,0,2021-22
Tamil Nadu,Ariyalur,117,33,6,3,0,2021-22
Tamil Nadu,Chengalpattu,221,41,8,7,0,2021-22
Tamil Nadu,Chennai,0,144,15,5,0,2021-22
Tamil Nadu,Coimbatore,328,77,12,12,1,2021-22
Tamil Nadu,Cuddalore,319,58,13,9,1,2021-22
Tamil Nadu,Dharmapuri,218,43,8,3,1,2021-22
Tamil Nadu,Dindigul,311,59,14,12,0,2021-22
Tamil Nadu,Erode,311,62,14,7,1,2021-22
Tamil Nadu,Kallakurichi,212,36,9,4,0,2021-22
Tamil Nadu,Kancheepuram,143,23,5,3,1,2021-22
Tamil Nadu,Kanyakumari,267,38,9,8,1,2021-22
Tamil Nadu,Karur,168,29,8,6,1,2021-22
Tamil Nadu,Krishnagiri,239,51,10,6,0,2021-22
Tamil Nadu,Madurai,314,75,13,6,1,2021-22
Tamil Nadu,Mayiladuthurai,147,26,5,5,0,2021-22
Tamil Nadu,Nagapattinam,111,21,6,6,0,2021-22
Tamil Nadu,Namakkal,240,48,15,8,0,2021-22
Tamil Nadu,Perambalur,90,25,4,3,1,2021-22
Tamil Nadu,Pudukottai,242,63,13,12,1,2021-22
Tamil Nadu,Ramanathapuram,244,48,11,9,0,2021-22
Tamil Nadu,Ranipet,154,30,6,4,1,2021-22
Tamil Nadu,Salem,398,87,20,11,1,2021-22
Tamil Nadu,Sivaganga,275,40,12,16,1,2021-22
Tamil Nadu,Tenkasi,177,42,10,8,1,2021-22
Tamil Nadu,Thanjavur,309,63,14,13,1,2021-22
Tamil Nadu,The Nilgiris,194,33,4,5,0,2021-22
Tamil Nadu,Theni,162,33,8,5,1,2021-22
Tamil Nadu,Thirupattur,122,30,7,4,0,2021-22
Tamil Nadu,Thoothukudi,253,48,12,8,1,2021-22
Tamil Nadu,Tiruchirapalli,307,70,14,9,1,2021-22
Tamil Nadu,Tirunelveli,202,43,9,8,0,2021-22
Tamil Nadu,Tirupur,242,54,13,9,0,2021-22
Tamil Nadu,Tiruvallur,303,54,14,11,0,2021-22
Tamil Nadu,Tiruvannamalai,410,81,18,9,1,2021-22
Tamil Nadu,Tiruvarur,195,40,10,7,1,2021-22
Tamil Nadu,Vellore,178,39,7,4,0,2021-22
Tamil Nadu,Villupuram,345,52,13,7,0,2021-22
Tamil Nadu,Virudhunagar,245,47,11,10,0,2021-22
Uttar Pradesh,Agra,395,73,18,0,2,2021-22
Uttar Pradesh,Aligarh,333,53,13,0,4,2021-22
Uttar Pradesh,Ambedkar Nagar,272,28,10,0,1,2021-22
Uttar Pradesh,Amethi,213,33,13,0,0,2021-22
Uttar Pradesh,Amroha,175,32,8,0,2,2021-22
Uttar Pradesh,Auraiya,165,25,8,0,2,2021-22
Uttar Pradesh,Ayodhya,249,34,12,0,4,2021-22
Uttar Pradesh,Azamgarh,492,75,19,0,4,2021-22
Uttar Pradesh,Baghpat,206,25,7,0,1,2021-22
Uttar Pradesh,Bahraich,319,56,14,0,2,2021-22
Uttar Pradesh,Ballia,367,77,14,0,2,2021-22
Uttar Pradesh,Balrampur,215,26,9,0,3,2021-22
Uttar Pradesh,Banda,277,53,4,0,2,2021-22
Uttar Pradesh,Barabanki,352,57,19,0,3,2021-22
Uttar Pradesh,Bareilly,410,71,16,0,2,2021-22
Uttar Pradesh,Basti,273,41,14,0,3,2021-22
Uttar Pradesh,Bhadohi,161,17,6,0,2,2021-22
Uttar Pradesh,Bijnor,343,62,11,0,2,2021-22
Uttar Pradesh,Budaun,291,51,14,0,2,2021-22
Uttar Pradesh,Bulandshahr,346,68,13,0,4,2021-22
Uttar Pradesh,Chandauli,248,30,4,0,4,2021-22
Uttar Pradesh,Chitrakoot,134,28,6,0,1,2021-22
Uttar Pradesh,Deoria,320,77,16,0,2,2021-22
Uttar Pradesh,Etah,191,34,4,0,2,2021-22
Uttar Pradesh,Etawah,167,34,8,0,3,2021-22
Uttar Pradesh,Farrukhabad,214,31,8,0,3,2021-22
Uttar Pradesh,Fatehpur,321,47,11,0,2,2021-22
Uttar Pradesh,Firozabad,217,71,5,0,3,2021-22
Uttar Pradesh,Gautam Buddha Nagar,128,37,5,0,2,2021-22
Uttar Pradesh,Ghaziabad,146,66,4,0,3,2021-22
Uttar Pradesh,Ghazipur,399,60,17,0,2,2021-22
Uttar Pradesh,Gonda,322,52,16,0,2,2021-22
Uttar Pradesh,Gorakhpur,532,85,15,0,2,2021-22
Uttar Pradesh,Hamirpur,214,41,4,0,2,2021-22
Uttar Pradesh,Hapur,181,26,6,0,1,2021-22
Uttar Pradesh,Hardoi,433,50,20,0,2,2021-22
Uttar Pradesh,Hathras,194,27,7,0,2,2021-22
Uttar Pradesh,Jalaun,287,41,7,0,2,2021-22
Uttar Pradesh,Jaunpur,507,83,22,0,2,2021-22
Uttar Pradesh,Jhansi,338,45,12,0,2,2021-22
Uttar Pradesh,Kannauj,189,35,11,0,2,2021-22
Uttar Pradesh,Kanpur Dehat,240,30,8,0,2,2021-22
Uttar Pradesh,Kanpur Nagar,391,92,10,0,5,2021-22
Uttar Pradesh,Kasganj,170,31,7,0,1,2021-22
Uttar Pradesh,Kaushambi,156,34,5,0,1,2021-22
Uttar Pradesh,Kheri,386,62,15,0,2,2021-22
Uttar Pradesh,Kushi Nagar,367,55,16,0,1,2021-22
Uttar Pradesh,Lalitpur,197,26,5,0,2,2021-22
Uttar Pradesh,Lucknow,303,79,19,0,9,2021-22
Uttar Pradesh,Maharajganj,291,40,12,0,1,2021-22
Uttar Pradesh,Mahoba,150,16,5,0,2,2021-22
Uttar Pradesh,Mainpuri,206,46,10,0,2,2021-22
Uttar Pradesh,Mathura,206,34,12,0,3,2021-22
Uttar Pradesh,Mau,225,43,6,0,2,2021-22
Uttar Pradesh,Meerut,279,57,12,0,2,2021-22
Uttar Pradesh,Mirzapur,263,39,16,0,2,2021-22
Uttar Pradesh,Moradabad,259,56,7,0,2,2021-22
Uttar Pradesh,Muzaffarnagar,286,47,7,0,2,2021-22
Uttar Pradesh,Pilibhit,199,28,9,0,2,2021-22
Uttar Pradesh,Pratapgarh,355,60,21,0,2,2021-22
Uttar Pradesh,Prayagraj,581,86,20,0,5,2021-22
Uttar Pradesh,Rae Bareli,352,53,19,0,2,2021-22
Uttar Pradesh,Rampur,211,35,5,0,2,2021-22
Uttar Pradesh,Saharanpur,363,62,21,0,2,2021-22
Uttar Pradesh,Sambhal,216,31,10,0,1,2021-22
Uttar Pradesh,Sant Kabeer Nagar,183,23,4,0,1,2021-22
Uttar Pradesh,Shahjahanpur,298,47,17,0,2,2021-22
Uttar Pradesh,Shamli,135,26,7,0,1,2021-22
Uttar Pradesh,Shravasti,125,12,6,0,1,2021-22
Uttar Pradesh,Siddharth Nagar,278,64,8,0,1,2021-22
Uttar Pradesh,Sitapur,474,67,21,0,2,2021-22
Uttar Pradesh,Sonbhadra,173,31,7,0,2,2021-22
Uttar Pradesh,Sultanpur,246,45,14,0,2,2021-22
Uttar Pradesh,Unnao,361,48,17,0,2,2021-22
Uttar Pradesh,Varanasi,320,51,13,0,5,2021-22
